,Link,Price
514,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1206-C5405770,"$612,000"
515,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-702-C5398664,"$568,000"
516,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-607-C5397785,"$575,000"
517,https://condos.ca/toronto/college-park-south-tower-761-bay-st/unit-1611-C5392428,"$876,000"
518,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-1904-C5395134,"$635,000"
519,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2210-C5378012,"$650,000"
520,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2617-C5361200,"$602,500"
521,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-4513-C5386959,"$828,000"
522,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph107-C5343122,"$845,000"
523,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1401-C5385598,"$692,900"
524,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-908-C5378773,"$633,500"
525,https://condos.ca/toronto/murano-37-grosvenor-st-38-grenville-st/unit-708-C5381823,"$727,000"
526,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-603-C5367146,"$976,000"
527,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1412-C5370884,"$629,000"
528,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-504-C5379383,"$780,000"
529,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2710-C5378281,"$893,500"
530,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-1714-C5374205,"$560,000"
531,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1704-C5336416,"$762,000"
532,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-904-C5369689,"$838,000"
533,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1207-C5362257,"$650,000"
534,https://condos.ca/toronto/the-royalton-801-bay-st/unit-1809-C5368865,"$637,000"
535,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-810-C5368008,"$636,000"
536,https://condos.ca/toronto/liberties-iii-44-gerrard-st-w/unit-709-C5356398,"$530,000"
537,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-807-C5366436,"$675,000"
538,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-704-C5323294,"$588,000"
539,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-207-C5359504,"$826,000"
540,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-2519-C5357278,"$745,000"
541,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph304-C5352348,"$855,000"
542,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2110-C5333831,"$597,000"
543,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-3508-C5340453,"$960,000"
544,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-3005-C5350918,"$999,000"
545,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-506-C5340618,"$725,000"
546,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-215-C5348534,"$700,000"
547,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2605-C5345111,"$695,000"
548,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-2907-C5325073,"$890,000"
549,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2206-C5324981,"$708,000"
550,https://condos.ca/toronto/wellesley-on-the-park-11-wellesley-st-w/unit-612-C5311526,"$828,000"
551,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-1607-C5334815,"$875,000"
552,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1904-C5337077,"$810,000"
553,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2306-C5321326,"$885,000"
554,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-Lph4706-C5331288,"$865,000"
555,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-4709-C5273956,"$838,000"
556,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph607-C5417876,"$918,000"
557,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-2603-C5411939,"$870,000"
558,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-1002-C5390448,"$576,000"
559,https://condos.ca/toronto/the-allegro-909-bay-st/unit-702-C5413469,"$755,000"
560,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-703-C5381910,"$750,000"
561,https://condos.ca/toronto/opera-place-1-887-bay-st/unit-310-C5399098,"$688,000"
562,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1206-C5405770,"$612,000"
563,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-702-C5398664,"$568,000"
564,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-607-C5397785,"$575,000"
565,https://condos.ca/toronto/college-park-south-tower-761-bay-st/unit-1611-C5392428,"$876,000"
566,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-1904-C5395134,"$635,000"
567,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2210-C5378012,"$650,000"
568,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2617-C5361200,"$602,500"
569,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-4513-C5386959,"$828,000"
570,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph107-C5343122,"$845,000"
571,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1401-C5385598,"$692,900"
572,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-908-C5378773,"$633,500"
573,https://condos.ca/toronto/murano-37-grosvenor-st-38-grenville-st/unit-708-C5381823,"$727,000"
574,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-603-C5367146,"$976,000"
575,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1412-C5370884,"$629,000"
576,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-504-C5379383,"$780,000"
577,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2710-C5378281,"$893,500"
578,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-1714-C5374205,"$560,000"
579,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1704-C5336416,"$762,000"
580,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-904-C5369689,"$838,000"
581,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1207-C5362257,"$650,000"
582,https://condos.ca/toronto/the-royalton-801-bay-st/unit-1809-C5368865,"$637,000"
583,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-810-C5368008,"$636,000"
584,https://condos.ca/toronto/liberties-iii-44-gerrard-st-w/unit-709-C5356398,"$530,000"
585,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-807-C5366436,"$675,000"
586,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-704-C5323294,"$588,000"
587,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-207-C5359504,"$826,000"
588,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-2519-C5357278,"$745,000"
589,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph304-C5352348,"$855,000"
590,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2110-C5333831,"$597,000"
591,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-3508-C5340453,"$960,000"
592,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-3005-C5350918,"$999,000"
593,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-506-C5340618,"$725,000"
594,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-215-C5348534,"$700,000"
595,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2605-C5345111,"$695,000"
596,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-2907-C5325073,"$890,000"
597,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2206-C5324981,"$708,000"
598,https://condos.ca/toronto/wellesley-on-the-park-11-wellesley-st-w/unit-612-C5311526,"$828,000"
599,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-1607-C5334815,"$875,000"
600,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1904-C5337077,"$810,000"
601,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2306-C5321326,"$885,000"
602,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-Lph4706-C5331288,"$865,000"
603,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-4709-C5273956,"$838,000"
604,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph607-C5417876,"$918,000"
605,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-2603-C5411939,"$870,000"
606,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-1002-C5390448,"$576,000"
607,https://condos.ca/toronto/the-allegro-909-bay-st/unit-702-C5413469,"$755,000"
608,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-703-C5381910,"$750,000"
609,https://condos.ca/toronto/opera-place-1-887-bay-st/unit-310-C5399098,"$688,000"
610,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1206-C5405770,"$612,000"
611,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-702-C5398664,"$568,000"
612,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-607-C5397785,"$575,000"
613,https://condos.ca/toronto/college-park-south-tower-761-bay-st/unit-1611-C5392428,"$876,000"
614,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-1904-C5395134,"$635,000"
615,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2210-C5378012,"$650,000"
616,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2617-C5361200,"$602,500"
617,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-4513-C5386959,"$828,000"
618,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph107-C5343122,"$845,000"
619,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1401-C5385598,"$692,900"
620,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-908-C5378773,"$633,500"
621,https://condos.ca/toronto/murano-37-grosvenor-st-38-grenville-st/unit-708-C5381823,"$727,000"
622,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-603-C5367146,"$976,000"
623,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1412-C5370884,"$629,000"
624,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-504-C5379383,"$780,000"
625,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2710-C5378281,"$893,500"
626,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-1714-C5374205,"$560,000"
627,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1704-C5336416,"$762,000"
628,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-904-C5369689,"$838,000"
629,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1207-C5362257,"$650,000"
630,https://condos.ca/toronto/the-royalton-801-bay-st/unit-1809-C5368865,"$637,000"
631,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-810-C5368008,"$636,000"
632,https://condos.ca/toronto/liberties-iii-44-gerrard-st-w/unit-709-C5356398,"$530,000"
633,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-807-C5366436,"$675,000"
634,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-704-C5323294,"$588,000"
635,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-207-C5359504,"$826,000"
636,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-2519-C5357278,"$745,000"
637,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph304-C5352348,"$855,000"
638,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2110-C5333831,"$597,000"
639,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-3508-C5340453,"$960,000"
640,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-3005-C5350918,"$999,000"
641,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-506-C5340618,"$725,000"
642,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-215-C5348534,"$700,000"
643,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2605-C5345111,"$695,000"
644,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-2907-C5325073,"$890,000"
645,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2206-C5324981,"$708,000"
646,https://condos.ca/toronto/wellesley-on-the-park-11-wellesley-st-w/unit-612-C5311526,"$828,000"
647,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-1607-C5334815,"$875,000"
648,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1904-C5337077,"$810,000"
649,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2306-C5321326,"$885,000"
650,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-Lph4706-C5331288,"$865,000"
651,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-4709-C5273956,"$838,000"
652,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph607-C5417876,"$918,000"
653,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-2603-C5411939,"$870,000"
654,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-1002-C5390448,"$576,000"
655,https://condos.ca/toronto/the-allegro-909-bay-st/unit-702-C5413469,"$755,000"
656,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-703-C5381910,"$750,000"
657,https://condos.ca/toronto/opera-place-1-887-bay-st/unit-310-C5399098,"$688,000"
658,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1206-C5405770,"$612,000"
659,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-702-C5398664,"$568,000"
660,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-607-C5397785,"$575,000"
661,https://condos.ca/toronto/college-park-south-tower-761-bay-st/unit-1611-C5392428,"$876,000"
662,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-1904-C5395134,"$635,000"
663,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2210-C5378012,"$650,000"
664,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2617-C5361200,"$602,500"
665,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-4513-C5386959,"$828,000"
666,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph107-C5343122,"$845,000"
667,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1401-C5385598,"$692,900"
668,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-908-C5378773,"$633,500"
669,https://condos.ca/toronto/murano-37-grosvenor-st-38-grenville-st/unit-708-C5381823,"$727,000"
670,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-603-C5367146,"$976,000"
671,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-1412-C5370884,"$629,000"
672,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-504-C5379383,"$780,000"
673,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2710-C5378281,"$893,500"
674,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-1714-C5374205,"$560,000"
675,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1704-C5336416,"$762,000"
676,https://condos.ca/toronto/queens-park-place-62-wellesley-st-w/unit-904-C5369689,"$838,000"
677,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-1207-C5362257,"$650,000"
678,https://condos.ca/toronto/the-royalton-801-bay-st/unit-1809-C5368865,"$637,000"
679,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-810-C5368008,"$636,000"
680,https://condos.ca/toronto/liberties-iii-44-gerrard-st-w/unit-709-C5356398,"$530,000"
681,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-807-C5366436,"$675,000"
682,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-704-C5323294,"$588,000"
683,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-207-C5359504,"$826,000"
684,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-2519-C5357278,"$745,000"
685,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph304-C5352348,"$855,000"
686,https://condos.ca/toronto/polo-club-ii-44-st-joseph-st/unit-2110-C5333831,"$597,000"
687,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-3508-C5340453,"$960,000"
688,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-3005-C5350918,"$999,000"
689,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-506-C5340618,"$725,000"
690,https://condos.ca/toronto/the-century-plaza-24-wellesley-st-w/unit-215-C5348534,"$700,000"
691,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2605-C5345111,"$695,000"
692,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-2907-C5325073,"$890,000"
693,https://condos.ca/toronto/1001-bay-1001-bay-st/unit-2206-C5324981,"$708,000"
694,https://condos.ca/toronto/wellesley-on-the-park-11-wellesley-st-w/unit-612-C5311526,"$828,000"
695,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-1607-C5334815,"$875,000"
696,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-1904-C5337077,"$810,000"
697,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2306-C5321326,"$885,000"
698,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-Lph4706-C5331288,"$865,000"
699,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-4709-C5273956,"$838,000"
700,https://condos.ca/toronto/horizon-on-bay-633-bay-st/unit-2616-C5422690,"$828,000"
701,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-1205-C5386283,"$870,000"
702,https://condos.ca/toronto/opera-place-2-889-bay-st/unit-806-C5390577,"$960,000"
703,https://condos.ca/toronto/burano-on-bay-832-bay-st/unit-212-C5414642,"$728,000"
704,https://condos.ca/toronto/nicholas-residences-75-st-nicholas-st/unit-507-C5391876,"$935,000"
705,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-320-C5407071,"$946,000"
706,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-2001-C5408650,"$845,000"
707,https://condos.ca/toronto/opera-place-1-887-bay-st/unit-1008-C5383255,"$1,238,000"
708,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-2804-C5405175,"$1,460,000"
709,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-504-C5393562,"$838,000"
710,https://condos.ca/toronto/college-park-north-tower-763-bay-st/unit-5006-C5382639,"$1,012,000"
711,https://condos.ca/toronto/the-penrose-750-bay-st/unit-1003-C5381580,"$850,000"
712,https://condos.ca/toronto/the-penrose-750-bay-st/unit-503-C5352803,"$845,000"
713,https://condos.ca/toronto/irwin-avenue-townhouses-22-44-irwin-ave-50-84-st-nicholas-st/c5389968,"$1,250,000"
714,https://condos.ca/toronto/the-penrose-750-bay-st/unit-2606-C5390305,"$950,000"
715,https://condos.ca/toronto/nicholas-residences-75-st-nicholas-st/unit-1304-C5377400,"$985,000"
716,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2207-C5376328,"$1,185,000"
717,https://condos.ca/toronto/liberties-iii-44-gerrard-st-w/unit-1404-C5304549,"$950,000"
718,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-3402-C5346830,"$1,376,000"
719,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-1807-C5377463,"$925,000"
720,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-3516-C5367814,"$968,000"
721,https://condos.ca/toronto/murano-37-grosvenor-st-38-grenville-st/unit-2001-C5372099,"$951,000"
722,https://condos.ca/toronto/opera-place-2-889-bay-st/unit-603-C5368559,"$750,000"
723,https://condos.ca/toronto/the-penrose-750-bay-st/unit-2806-C5357145,"$930,000"
724,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph102-C5353342,"$1,008,066"
725,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-Ph2-C5307848,"$929,000"
726,https://condos.ca/toronto/college-park-south-tower-761-bay-st/unit-4202-C5319772,"$1,367,000"
727,https://condos.ca/toronto/horizon-on-bay-633-bay-st/unit-1407-C5302899,"$760,000"
728,https://condos.ca/toronto/college-park-north-tower-763-bay-st/unit-5009-C5349665,"$908,000"
729,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-1107-C5351080,"$888,000"
730,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-2208-C5353524,"$925,000"
731,https://condos.ca/toronto/the-royalton-801-bay-st/unit-907-C5341509,"$830,000"
732,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-5010-C5343172,"$1,245,000"
733,https://condos.ca/toronto/the-royalton-801-bay-st/unit-1101-C5338033,TBD
734,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-804-C5333317,"$850,000"
735,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-4009-C5294364,"$1,180,000"
736,https://condos.ca/toronto/horizon-on-bay-633-bay-st/unit-2404-C5327699,"$785,000"
737,https://condos.ca/toronto/karma-condos-15-grenville-st/unit-4809-C5324720,"$920,000"
738,https://condos.ca/toronto/karma-condos-15-grenville-st/unit-4603-H4113297,"$1,088,888"
739,https://condos.ca/toronto/minto-plaza-38-elm-st/unit-811-C5313117,"$885,000"
740,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-1805-C5330395,"$950,000"
741,https://condos.ca/toronto/karma-condos-15-grenville-st/unit-ph08-C5303405,"$1,010,000"
742,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-2005-C5297556,"$870,000"
743,https://condos.ca/toronto/karma-condos-15-grenville-st/unit-2709-C5313067,"$970,000"
744,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-3401-C5304865,"$937,200"
745,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-4809-C5310194,"$1,180,000"
746,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-2301-C5278377,"$885,000"
747,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-5405-C5299296,"$950,000"
748,https://condos.ca/toronto/horizon-on-bay-633-bay-st/unit-2616-C5422690,"$828,000"
749,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-1205-C5386283,"$870,000"
750,https://condos.ca/toronto/opera-place-2-889-bay-st/unit-806-C5390577,"$960,000"
751,https://condos.ca/toronto/burano-on-bay-832-bay-st/unit-212-C5414642,"$728,000"
752,https://condos.ca/toronto/nicholas-residences-75-st-nicholas-st/unit-507-C5391876,"$935,000"
753,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-320-C5407071,"$946,000"
754,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-2001-C5408650,"$845,000"
755,https://condos.ca/toronto/opera-place-1-887-bay-st/unit-1008-C5383255,"$1,238,000"
756,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-2804-C5405175,"$1,460,000"
757,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-504-C5393562,"$838,000"
758,https://condos.ca/toronto/college-park-north-tower-763-bay-st/unit-5006-C5382639,"$1,012,000"
759,https://condos.ca/toronto/the-penrose-750-bay-st/unit-1003-C5381580,"$850,000"
760,https://condos.ca/toronto/the-penrose-750-bay-st/unit-503-C5352803,"$845,000"
761,https://condos.ca/toronto/irwin-avenue-townhouses-22-44-irwin-ave-50-84-st-nicholas-st/c5389968,"$1,250,000"
762,https://condos.ca/toronto/the-penrose-750-bay-st/unit-2606-C5390305,"$950,000"
763,https://condos.ca/toronto/nicholas-residences-75-st-nicholas-st/unit-1304-C5377400,"$985,000"
764,https://condos.ca/toronto/1-thousand-bay-57-st-joseph-st-1000-bay-st/unit-2207-C5376328,"$1,185,000"
765,https://condos.ca/toronto/liberties-iii-44-gerrard-st-w/unit-1404-C5304549,"$950,000"
766,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-3402-C5346830,"$1,376,000"
767,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-1807-C5377463,"$925,000"
768,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-3516-C5367814,"$968,000"
769,https://condos.ca/toronto/murano-37-grosvenor-st-38-grenville-st/unit-2001-C5372099,"$951,000"
770,https://condos.ca/toronto/opera-place-2-889-bay-st/unit-603-C5368559,"$750,000"
771,https://condos.ca/toronto/the-penrose-750-bay-st/unit-2806-C5357145,"$930,000"
772,https://condos.ca/toronto/lumiere-condominiums-on-bay-770-bay-st/unit-Ph102-C5353342,"$1,008,066"
773,https://condos.ca/toronto/polo-club-1-1055-bay-st/unit-Ph2-C5307848,"$929,000"
774,https://condos.ca/toronto/college-park-south-tower-761-bay-st/unit-4202-C5319772,"$1,367,000"
775,https://condos.ca/toronto/horizon-on-bay-633-bay-st/unit-1407-C5302899,"$760,000"
776,https://condos.ca/toronto/college-park-north-tower-763-bay-st/unit-5009-C5349665,"$908,000"
777,https://condos.ca/toronto/the-liberties-i-ii-711-bay-st-717-bay-st/unit-1107-C5351080,"$888,000"
778,https://condos.ca/toronto/the-gallery-25-grenville-st/unit-2208-C5353524,"$925,000"
779,https://condos.ca/toronto/the-royalton-801-bay-st/unit-907-C5341509,"$830,000"
780,https://condos.ca/toronto/aura-at-college-park-386-yonge-st-388-yonge-st/unit-5010-C5343172,"$1,245,000"
781,https://condos.ca/toronto/the-royalton-801-bay-st/unit-1101-C5338033,TBD
782,https://condos.ca/toronto/the-britt-condos-955-bay-st-31-phipps-st/unit-804-C5333317,"$850,000"
783,https://condos.ca/toronto/u-condominium-57-75-st-mary-st-1074-1086-bay-st/unit-4009-C5294364,"$1,180,000"
784,https://condos.ca/toronto/horizon-on-bay-633-bay-st/unit-2404-C5327699,"$785,000"
785,https://condos.ca/toronto/karma-condos-15-grenville-st/unit-4809-C5324720,"$920,000"
786,https://condos.ca/toronto/karma-condos-15-grenville-st/unit-4603-H4113297,"$1,088,888"
787,https://condos.ca/toronto/minto-plaza-38-elm-st/unit-811-C5313117,"$885,000"
