address,price,num_of_bed,num_of_bath,num_of_parking,tax_2021,actual_size,exposure,maintenance_fees,age_of_building,outdoor_space,locker,heating_type,parking_type,property_type,location_area,ensuite_laundry,corp_num,size_range,amenity_lst,size_range_level,include_party_room,include_meeting_room,include_rooftop_deck,include_visitor_parking,include_security_system,include_security_guard,include_pet_restriction,include_guest_suites,include_concierge,include_gym,include_rec_room,include_media_room,include_public_transit,include_bbq_permitted,include_indoor_pool,num_amenities
404 - 251 Queens Quay W,1265000,2,2,1,3972,1482,NW,1703.31,32,Enclosed Balcony,NA,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-817,149-167 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Sauna', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Squash Court', 'Gym']",9,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,11
702 - 228 Queens Quay W,860000,2,2,0,2829,918,SE,718.38,18,Open Balcony,None,Heat Pump,NA,Condo Apt,thewaterfront,Yes,TSCC-1536,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Indoor Pool']",5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18
612 - 10 Yonge St,1100000,2,2,1,3648,1223,SW,1179.92,30,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-979,111-130 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Visitor Parking', 'Guest Suites', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Indoor Pool', 'Outdoor Pool']",7,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,12
403 - 39 Queens Quay,920000,2,2,1,4210,817,W,712,6,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,TSCC-2491,84-93 sqm,"['Guest Suites', 'Gym', 'Indoor Pool', 'Party Room', 'Security Guard', 'Visitor Parking', 'Beanfield Fibre Available', 'Concierge', 'Parking Garage', 'Pet Restriction', 'Security System', 'Outdoor Pool', 'BBQ Permitted', 'Meeting Room', 'Sauna']",5,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,15
307 - 10 Yonge St,850000,2,1,1,2639,904,SE,881.51,30,Terrace,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-979,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Visitor Parking', 'Car Wash', 'Guest Suites', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Security Guard', 'Security System', 'Indoor Pool', 'Outdoor Pool']",5,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,13
407 - 99 Harbour Sq,1150000,2,2,1,4314,1190,SE,1160,-,None,NA,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-949,111-130 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Car Wash', 'Indoor Pool']",7,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,6
906 - 12 Yonge St,801600,2,2,1,2908,792,S,655,14,Terrace,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1834,65-74 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Tennis Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool']",3,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,19
2206 - 270 Queens Quay W,699900,2,1,0,2087,NA,E,521.5,34,None,NA,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,MTCC-739,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'BBQ Permitted', 'Bike Storage', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Tennis Court']",4,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,15
2803 - 15 Lower Jarvis St,970000,2,2,1,3275,713,S,502.59,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2794,74-84 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Basketball Court', 'Bike Storage', 'Media Room', 'Meeting Room', 'Sauna', 'Security Guard', 'Tennis Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool', 'Outdoor Pool']",4,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,16
3705 - 10 York St,1093000,2,2,1,4558,830,SE,570.87,2,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2708,74-84 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Sauna', 'Security Guard', 'Spa', 'Yoga Studio', 'Outdoor Pool']",4,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,14
2204 - 16 Bonnycastle St,738000,2,1,0,2998,NA,SE,496.27,2,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2706,56-65 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Outdoor Pool', 'Party Room', 'Beanfield Fibre Available', 'Rec Room', 'Yoga Studio', 'Business Centre (WiFi)', 'Meeting Room', 'Rooftop Deck', 'Sauna']",2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12
504 - 251 Queens Quay W,1055000,2,2,1,4381,1482,NW,1703.31,32,Enclosed Balcony,NA,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,MTCC-817,130-149 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Outdoor Pool']",8,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,10
1011 - 10 Queens Quay W,845000,2,2,1,2789,973,NW,1073.76,29,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-989,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Outdoor Pool', 'Golf Simulator']",5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,17
1811 - 228 Queens Quay W,1040000,2,2,1,3275,972,NW,917.47,18,Terrace,Owned,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,TSCC-1533,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Indoor Pool']",5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18
2404 - 16 Bonnycastle St,736000,2,1,0,2957,NA,SE,496.27,2,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2706,56-65 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Outdoor Pool', 'Party Room', 'Beanfield Fibre Available', 'Rec Room', 'Yoga Studio', 'Business Centre (WiFi)', 'Meeting Room', 'Rooftop Deck', 'Sauna']",2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12
2405 - 270 Queens Quay W,650000,2,1,0,2120,NA,SW,528.64,34,None,NA,Heat Pump,NA,Condo Apt,thewaterfront,Yes,MTCC-739,74-84 sqm,"['Concierge', 'Gym', 'Party Room', 'Rooftop Deck', 'Security Guard', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security System', 'Squash Court', 'Tennis Court', 'BBQ Permitted', 'Bike Storage', 'Meeting Room']",4,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,15
811 - 10 Yonge St,1100000,2,2,1,3672,NA,SE,1179.04,30,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-979,111-130 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Rooftop Deck', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Rec Room', 'Visitor Parking']",7,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,12
630 - 230 Queens Quay W,785000,2,2,0,2807,918,SW,720.31,18,Open Balcony,Owned,Heat Pump,NA,Condo Apt,thewaterfront,Yes,TORONT80-1536,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Elevator', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Indoor Pool']",5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18
3206 - 65 Harbour Sq,1097500,2,2,1,4500,1427,SE,1142.75,-,Juliet Balcony,Owned,Baseboard,Underground,Condo Apt,thewaterfront,Yes,YCC-510,130-149 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Visitor Parking', 'Squash Court', 'Indoor Pool']",8,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,6
1808 - 15 Queens Quay E,872500,2,2,1,NA,658,N,558.24,0,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC,74-84 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Rec Room', 'Security Guard', 'Security System', 'Indoor Pool', 'Outdoor Pool']",4,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,9
2610 - 20 Richardson St,950000,2,2,1,3018,NA,NE,528.21,1,Terrace,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2795,65-74 sqm,['Beanfield Fibre Available'],3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220 - 15 Queens Quay E,1160000,2,2,1,NA,NA,NW,761.17,0,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2850,84-93 sqm,"['Concierge', 'Gym', 'Rec Room', 'Security System', 'Indoor Pool', 'Outdoor Pool', 'Security Guard', 'Visitor Parking']",5,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,8
4305 - 10 York St,1154000,2,2,1,4483,NA,SE,530.7,2,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2708,74-84 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Public Transit', 'Rec Room', 'Sauna', 'Spa', 'Yoga Studio', 'Security Guard']",4,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,14
1405 - 10 York St,1068000,2,2,1,3640,830,SE,530.7,2,Open Balcony,None,Fan Coil,Underground,Condo Apt,thewaterfront,Yes,TSCC-2708,74-84 sqm,"['Gym', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Media Room', 'Meeting Room', 'Rec Room', 'Sauna', 'Security Guard', 'Spa', 'Yoga Studio', 'Outdoor Pool']",4,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,14
1405 - 15 Lower Jarvis St S,940000,2,2,1,2500,NA,E,560,1,Open Balcony,Owned,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,TSCC-2794,65-74 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Party Room', 'Rooftop Deck', 'Tennis Court', 'Basketball Court', 'Bike Storage', 'Games Room', 'Indoor Pool', 'Media Room', 'Meeting Room', 'Sauna', 'Beanfield Fibre Available']",3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,14
1203 - 410 Queens Quay W,1120000,2,2,1,3165,929,SW,961.08,18,Terrace,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1485,84-93 sqm,"['Concierge', 'Gym', 'Guest Suites', 'Party Room', 'Rooftop Deck', 'Visitor Parking', 'Public Transit', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']",5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,15
416 - 1 Edgewater Dr,1949000,2,3,1,6627,NA,SE,1313.29,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2768,111-130 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Media Room', 'Outdoor Pool', 'Party Room', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio']",7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27
2013 - 15 Lower Jarvis St,850000,2,2,1,3220,705,E,497.79,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2794,65-74 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Basketball Court', 'Bike Storage', 'Media Room', 'Meeting Room', 'Sauna', 'Tennis Court', 'Beanfield Fibre Available', 'Games Room', 'Indoor Pool', 'Outdoor Pool']",3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,14
2632 - 33 Harbour Sq,1200000,2,2,1,4075,1434,SE,1268.57,45,Juliet Balcony,NA,Forced Air,Owned,Condo Apt,thewaterfront,No,MTCC-288,130-149 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool']",8,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,12
423 - 55 Merchants' Wharf,1439800,2,2,1,4668,950,S,787.75,3,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2640,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Meeting Room', 'Sauna', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Outdoor Pool']",5,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,13
702 - 10 Yonge St,980000,2,2,1,3604,NA,SW,1179.92,30,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-979,111-130 sqm,"['Concierge', 'Guest Suites', 'Indoor Pool', 'Outdoor Pool', 'Squash Court', 'Visitor Parking', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'Gym', 'Rec Room', 'Rooftop Deck']",7,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,13
704 - 10 Queens Quay W,1050000,2,2,1,3604,1222,SE,1339.17,29,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-989,111-130 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Outdoor Pool', 'Golf Simulator']",7,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,16
2617 - 230 Queens Quay W,1450000,2,2,1,4039,NA,SW,998.5,17,Terrace,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1536,111-130 sqm,"['Concierge', 'Public Transit', 'Visitor Parking', 'Elevator', 'Guest Suites', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Indoor Pool', 'Bike Storage', 'Gym', 'Meeting Room', 'Party Room', 'Rec Room', 'Rooftop Deck']",7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,18
1912 - 208 Queens Quay W,1250000,2+1,2,1,4467,1198,SW,988.65,16,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1649,111-130 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Party Room', 'Beanfield Fibre Available', 'FibreStream Internet', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Sauna', 'Security Guard', 'Security System', 'Rec Room']",7,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,16
TH 121 - 29 Queens Quay E,2050000,2+1,3,1,9385,1928,E,1417.23,5,Terrace,Owned,Heat Pump,Underground,Condo Townhouse,thewaterfront,Yes,TSCC-2509,167-186 sqm,"['Gym', 'Guest Suites', 'Indoor Pool', 'Outdoor Pool', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Beanfield Fibre Available', 'Concierge', 'Media Room', 'Meeting Room', 'Sauna', 'Security Guard']",10,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,13
910E - 500 Queens Quay W,1200000,2+1,2,2,3801,1281,SE,1007.05,21,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-1288,111-130 sqm,"['Concierge', 'Gym', 'Party Room', 'Sauna', 'Visitor Parking', 'Public Transit', 'Elevator', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System', 'BBQ Permitted', 'Rooftop Deck']",7,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,14
322 - 29 Queens Quay E,1250000,2+1,2,1,6084,1179,NE,905,5,Open Balcony,None,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,TSCC-2509,93-111 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Guest Suites', 'Media Room', 'Meeting Room', 'Sauna', 'Security Guard', 'Beanfield Fibre Available', 'Indoor Pool', 'Outdoor Pool']",6,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,13
417 - 1 Edgewater Dr,1400000,2+1,2,1,5450,NA,SE,1083.17,1,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2768,93-111 sqm,"['Concierge', 'Guest Suites', 'Gym', 'Media Room', 'Outdoor Pool', 'Party Room', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Elevator', 'Jacuzzi', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Visitor Lounge', 'Visitor Parking', 'Yoga Studio', 'Billiards / Table Tennis Room', 'Enter Phone System', 'Firepit', 'Gym']",6,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,29
816 - 410 Queens Quay W,1275000,2+1,2,1,3790,1173,SW,1200.33,18,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1485,93-111 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Pet Restriction', 'Sauna', 'Security Guard', 'Security System', 'FibreStream Internet', 'Games Room']",6,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,15
801 - 65 Harbour Sq,2285000,2+1,2,2,6000,1557,S,1130.56,-,Open Balcony,NA,Baseboard,Underground,Condo Apt,thewaterfront,Yes,YCC-510,130-149 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Sauna', 'Indoor Pool']",8,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,6
1910 - 18 Harbour St,1155000,2+1,2,1,4240,NA,SW,742.1,12,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2030,93-111 sqm,"['Guest Suites', 'Gym', 'Indoor Pool', 'Security Guard', 'Tennis Court', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Concierge', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security System', 'Spa', 'Squash Court', 'Visitor Lounge', 'Yoga Studio']",6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30
823 - 55 Merchants' Wharf,2600000,2+1,3,2,8518,1530,SW,1277.53,3,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2640,130-149 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Bike Storage', 'Guest Suites', 'Meeting Room', 'Sauna', 'Security System', 'Beanfield Fibre Available', 'Games Room', 'Outdoor Pool']",8,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,14
1309 - 16 Bonnycastle St,1185000,2+1,2,1,3610,NA,SW,636.22,2,Open Balcony,None,Forced Air,Underground,Comm Element Condo,thewaterfront,Yes,TSCC-2706,74-84 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Visitor Parking', 'Beanfield Fibre Available', 'Rec Room', 'Yoga Studio', 'Party Room', 'Business Centre (WiFi)', 'Guest Suites', 'Meeting Room', 'Rooftop Deck', 'Sauna', 'BBQ Permitted']",4,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,14
2506 - 8 York St,1070000,2+1,2,1,3599,979,S,746.35,17,Open Balcony,None,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-1598,84-93 sqm,"['Concierge', 'Games Room', 'Guest Suites', 'Gym', 'Indoor Pool', 'Outdoor Pool', 'Beanfield Fibre Available', 'Elevator', 'FibreStream Internet', 'Parking Garage', 'Pet Restriction', 'Public Transit', 'Sauna', 'Security Guard', 'Security System', 'Meeting Room', 'Party Room', 'Rec Room', 'Spa']",5,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,19
2308 - 33 Bay St,1115000,2+1,2,1,4051,978,SE,709.96,9,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2204,84-93 sqm,"['Business Centre (WiFi)', 'Concierge', 'Gym', 'Indoor Pool', 'Rooftop Deck', 'Tennis Court', 'Basketball Court', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Visitor Parking']",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
901 - 211 Queens Quay W,2350000,2+1,2,1,7094,1830,SW,2437.24,36,Terrace,NA,Heat Pump,Underground,Condo Apt,thewaterfront,Yes,MTCC-690,186-209 sqm,"['Bike Storage', 'Concierge', 'Indoor Pool', 'Rooftop Deck', 'Sauna', 'Visitor Parking', 'Public Transit', 'Parking Garage', 'Pet Restriction', 'Security Guard', 'Security System']",11,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,11
3708 - 77 Harbour Sq,1800000,2+1,2,1,6687,1912,SW,1800.33,30,Open Balcony,NA,Forced Air,Underground,Condo Apt,thewaterfront,Yes,MTCC-949,186-209 sqm,"['Gym', 'Concierge', 'Party Room', 'Visitor Parking', 'Bike Storage', 'Car Wash', 'Guest Suites', 'Meeting Room', 'Parking Garage', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool', 'Outdoor Pool']",11,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,16
2413 - 55 Harbour Sq,1424000,2+1,2,1,5407,1722,NE,1356.89,-,Juliet Balcony,NA,Baseboard,Underground,Condo Apt,thewaterfront,Yes,YCP-510,149-167 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Visitor Parking', 'Car Wash', 'Indoor Pool']",9,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,6
3408 - 33 Bay St,1150000,2+1,2,1,3976,978,SE,696,9,Open Balcony,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2204,84-93 sqm,"['Basketball Court', 'BBQ Permitted', 'Beanfield Fibre Available', 'Bike Storage', 'Business Centre (WiFi)', 'Concierge', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Party Room', 'Pet Restriction', 'Public Transit', 'Rec Room', 'Rooftop Deck', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Visitor Parking', 'Indoor Pool', 'Gym']",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
1509 - 16 Bonnycastle St,1191000,2+1,2,1,3715,NA,SW,649.44,2,Open Balcony,Owned,Forced Air,Underground,Comm Element Condo,thewaterfront,Yes,TSCC-2706,74-84 sqm,"['Concierge', 'Gym', 'Outdoor Pool', 'Visitor Parking', 'Beanfield Fibre Available', 'Rec Room', 'Yoga Studio', 'Party Room', 'Business Centre (WiFi)', 'Guest Suites', 'Meeting Room', 'Rooftop Deck', 'Sauna']",4,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,13
4608 - 33 Bay St,1200888,2+1,2,1,4051,978,SE,683.49,9,Terrace,Owned,Forced Air,Underground,Condo Apt,thewaterfront,Yes,TSCC-2204,84-93 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Public Transit', 'Party Room', 'Visitor Parking', 'Basketball Court', 'BBQ Permitted', 'Bike Storage', 'Business Centre (WiFi)', 'Guest Suites', 'Indoor Child Play Area', 'Jacuzzi', 'Media Room', 'Meeting Room', 'Outdoor Child Play Area', 'Outdoor Patio', 'Parking Garage', 'Pet Restriction', 'Rec Room', 'Sauna', 'Security Guard', 'Security System', 'Spa', 'Squash Court', 'Tennis Court', 'Beanfield Fibre Available', 'Indoor Pool']",5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28
2504 - 65 Harbour Sq,1680000,2+1,2,1,5913,1625,SW,1286.47,41,Juliet Balcony,NA,Baseboard,Underground,Condo Apt,thewaterfront,Yes,YCP-510,149-167 sqm,"['Gym', 'Rooftop Deck', 'Concierge', 'Party Room', 'Visitor Parking', 'BBQ Permitted', 'Car Wash', 'Meeting Room', 'Parking Garage', 'Sauna', 'Security Guard', 'Security System', 'Squash Court', 'Indoor Pool']",9,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,14
